Std.1 Kick1 ,[88]Std 1 Kick 1,,,,,,,Std.1 Kick1 ,Elec Kick 2 ,Elec Kick 2 ,Elec.K2 ,,Elec Kick 2 ,,,[88]Std 1 Kick 1,,,,,,,,[88]Elec Kick 2,[88]Elec Kick 2,Elec Kick 2 ,[88]Elec Kick 2,[88]Elec Kick 2,[88]Elec Kick 2,[88]Elec Kick 2,,Std.1 Kick1 ,,,,,,,,[88]Std 1 Kick 1,Std.1 Kick1 ,,,,,,,[88]Std 1 Kick 1,,,,,,,,,,,,,,
Open Cuica  ,Open Cuica,Open Cuica  ,,,,,,Open Cuica  ,Hoo         ,Hoo         ,Low Hoo,,Hoo         ,,,Open Cuica,,,,,,,,Open Cuica,Low Hoo,Hoo         ,Low Hoo,Low Hoo,Low Hoo,Low Hoo,,Open Cuica  ,Open Cuica  ,,,,,,,Open Cuica,Open Cuica  ,Open Cuica  ,,,,,,Open Cuica,Mute Pandiero,[88]Elec Snare 3,606 SD2,tanmt60     ,[88]Ride Cymbal 2,Reyong,Reyong,Rain,Swish,Reverse Douby,R Brsh Tom1 ,Baert ,JzVoice Doun,85Jz RdBell 
MuteTriangl,Mute Triangle,MuteTriangl,,,,,,MuteTriangl,MuteTriangl,MuteTriangl,,,MuteTriangl,,,Mute Triangle,,,,,,,,Mute Triangle,Elec Mute Triangle,MuteTriangl,CR-78 Low Beat,CR-78 Low Beat,Elec Mute Triangle,Elec Mute Triangle,,MuteTriangl,MuteTriangl,,,,,,,Mute Triangle,MuteTriangl,MuteTriangl,,,,,,Mute Triangle,Open Pandiero,[88]TR-808 Snare 1,LoFiSDRm,Bend Gong L ,[88]Brush Ride Cymbal,Reyong,Reyong,Thunder,Slappy,Baert High,R Brsh Tom2 ,Frog Vpoce,Voice Oohs 2,85Br RdBell 
OpenTriangl,Open Triangle,OpenTriangl,,,,,,OpenTriangl,OpenTriangl,OpenTriangl,,,OpenTriangl,,,Open Triangle,,,,,,,,Open Triangle,Elec Open Triangle,OpenTriangl,CR-78 High Beat,CR-78 High Beat,Elec Open Triangle,Elec Open Triangle,,OpenTriangl,OpenTriangl,,,,,,,Open Triangle,OpenTriangl,OpenTriangl,,,,,,Open Triangle,Open Surdo,[88]TR-808 Snare 2,Jngl SD,Bend Gong   ,Ride Cymbal Low Inner,Reyong,Reyong,Wind,Voice Ou,Baert Low,R Brsh Tom3 ,Wind 2,OohsChrdMaj7,85St RdCym  
Shaker      ,Shaker,Shaker      ,,,,,,Shaker      ,Shaker 2    ,Jngl Shaker ,626 Shkr,,626 Shaker  ,,,Shaker,,,,,,,,Shaker,TR-626 Shaker,626 Shaker  ,TR-626 Shaker,TR-626 Shaker,TR-626 Shaker,TR-626 Shaker,,Shaker      ,Shaker      ,,,,,,,Shaker,Shaker      ,Shaker      ,,,,,,Shaker,Mute Surdo,[88]TR-909 Snare 1,HHop SD2,"Huyin Luo L""",Ride Cymbal Mid Inner,Reyong,Reyong,Seashore,Voice Au,Bounce,R 606 Tom   ,Scratch 3   ,OohsChrdMaj7,85Rm RdCym  
Jingle Bell ,Jingle Bell,Jingle Bell ,,,,,,Jingle Bell ,Jingle Bell ,Jingle Bell ,,,Jingle Bell ,,,Jingle Bell,,,,,,,,Jingle Bell,Jingle Bell,Jingle Bell ,Jingle Bell,Jingle Bell,Jingle Bell,Jingle Bell,,Jingle Bell ,Jingle Bell ,,,,,,,Jingle Bell,Jingle Bell ,Jingle Bell ,,,,,,Jingle Bell,Tamborim,[88]TR-909 Snare 2,JnglSDRl,hynlo60     ,Ride Cymbal High Inner,Reyong,Reyong,Stream,Hoo,Reverse bounce,R Jngl Crash,Scratch 4   ,OohsChrdSus4,85Jz RdCym  
Bell Tree ,Bar Chimes,Bell Tree ,,,,,,Bell Tree ,Bell Tree ,Bell Tree ,,,Bell Tree ,,,Bell Tree,,,,,,,,Bell Tree,Bell Tree,Bell Tree ,Bell Tree,Bell Tree,Bell Tree,Bell Tree,,Bell Tree ,Bell Tree ,,,,,,,Bell Tree,Bell Tree ,Bell Tree ,,,,,,Bell Tree,High Agogo,[88]Brush Tap 1,B.Tap 1 ,Huyin Luo Mt,Ride Cymbal Low Edge,Reyong,Reyong,Bubble,Tape Stop 1,Distortion Knock,R St ClsHat ,Scratch 5   ,OohsChrdSus4,85Br RdCym  
Castanets   ,Castanets,Castanets   ,,,,,,Castanets   ,Castanets   ,Castanets   ,,,Castanets   ,,,Castanets,,,,,,,,Castanets,Castanets,Castanets   ,Castanets,Castanets,Castanets,Castanets,,Castanets   ,Castanets   ,,,,,,,Castanets,Castanets   ,Castanets   ,,,,,,Castanets,Low Agogo,[88]Brush Tap 2,B.Tap 2 ,Hu yin Luo H,Ride Cymbal Mid Edge,Reyong,Reyong,Kitty,Tape Stop 2,Guitar Slide,R Rm ClsHat ,Scratch 6   ,JpVoiceLah F,606 Ride Cym
Mute Surdo,Mute Surdo,Mute Surdo,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,,,Mute Surdo,,,Mute Surdo,,,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,Mute Surdo,,Mute Surdo,Mute Surdo,,,,,,,Mute Surdo,Mute Surdo,Mute Surdo,,,,,,Mute Surdo,Shaker,[88]Brush Slap 1,BrshTap2,Hynlo mute  ,Ride Cymbal High Edge,Reyong,Reyong,Bird 2,Missile,Sub Marine,R Jz ClsHat ,Scratch 7   ,JpVoiceLan F,TR808 Ride  
Open Surdo,Open Surdo,Open Surdo,,,,,,Open Surdo,Open Surdo,Open Surdo,,,Open Surdo,,,Open Surdo,,,,,,,,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,Open Surdo,,Open Surdo,Open Surdo,,,,,,,Open Surdo,Open Surdo,Open Surdo,,,,,,Open Surdo,High Whistle,[88]Brush Slap 2,BrshSlp2,naobo60     ,TR-606 Ride Cymbal,Reyong,Reyong,Growl,Space Birds,Noise Attack,R Br ClsHat ,Noise Attack,JpVoiceWah M,ChinaCymbal
Applause 2  ,Applause 2,Applause 2  ,,,,,,Applause 2  ,Small Club,Small Club,,,Applause 2  ,,,Applause 2,,,,,,,,Small Club 1,Small Club 1,Small Club,Small Club 1,Small Club 1,Small Club 1,Applause 2,,Applause    ,Applause    ,,,,,,,Applause,Applause    ,Applause    ,,,,,,Applause,Low Whistle,[88]Brush Slap 3,B.Slap 3,xaobo60     ,TR-808 Ride Cymbal,Reyong,Reyong,Applause 2,Flying Monster,Space Worms,R 707 Claps ,Bounce,JpVoiceWoh M,Chaina Cym2 
,,,,,,,,,HipHop SD 2 ,JnglRollKick,Dance SD,,606 SD 2    ,,,,,,,,,,,,,606 SD 2    ,,,,,,,,,,,,,,,,,,,,,,,Mute Cuica,[88]Brush Swirl 1,B.Swirl1,Dholak 1    ,Chinese Cymbal 1,,,Telephone 1,,Emergency !,R 909 Claps ,Dist Knock,,707 Claps   
,,,,,,,,,LoFi SD Rim ,JnglRolSnare,House SD,,Dance SD    ,,,,,,,,,,,,,Techno SD   ,,,,,,,,,,,,,,,,,,,,,,,Open Cuica,[88]Brush Swirl 2,B.Swirl2,Dholak 2    ,Chinese Cymbal 2,,,Telephone 2,,Calculating...,R R&B Claps1,xxx,,HipHop Claps
,,,,,,,,,HipHop Claps,606 SD 2    ,Rock SDD,,Techno SD   ,,,,,,,,,,,,,House SD    ,,,,,,,,,,,,,,,,,,,,,,,Mute Triangle,[88]Brush Long Swirl,B.LngSwl,,[55]Hand Clap,,,Small Club 1,,Saw LFO Saw,R HipHopClap,,,R&B Claps 1
,,,,,,,,,85St Snare1 ,Dance SD    ,HHop SD1,,Rock SD Dry ,,,,,,,,,,,,,HipHop SD 1 ,,,,,,,,,,,,,,,,,,,,,,,Open Triangle,Standard 1 Snare 1,Std.1 S1,,[88]Hand Clap 2,,,Small Club 2,,,R CompClaps2,,,909 Claps   
,,,,,,,,,85St Snare2 ,Techno SD   ,LoFi SD1,,HipHop SD 1 ,,,,,,,,,,,,,LoFi SD 1   ,,,,,,,,,,,,,,,,,,,,,,,Short Guiro,Standard 1 Snare 2,Std.1 S2,,[88]Hand Clap,,,Applause Wave,,,R Shaker 2  ,,,Comp Claps 2
,,,,,,,,,85Rm Snare1 ,House SD    ,LoFi SD2,,LoFi SD 1   ,,,,,,,,,,,,,LoFi SD 2   ,,,,,,,,,,,,,,,,,,,,,,,Long Guiro,Standard Snare 3,Std.1 S3,,Hand Clap,,,Eruption,,,R JnglShaker,,,909 HandClap
85Rm Snare1 ,,85St BsDrum1,,,,,,85St Snare1 ,85Rm Snare2 ,Rock SD Dry ,Jngl SD     ,L RmK2,LoFi SD 2   ,,,,,,,,,,,,,Jngl SD     ,,,,,,,85Jz BsDrum1,,,,,,,,,85Br BsDrum1,,,,,,,Cabasa Up,Rap Snare,RapSnare,,Hand Clap 2,,,Big Shot,,,R Clap Hit  ,,,HC2 Claps 2 
85Rm Snare2 ,,85St BsDrum2,,,,,,85St Snare2 ,LoFi SD 1   ,LoFi SD 1   ,HHop SD2,L RmK1,Jngl SD     ,,,,,,,,,,,,,HipHop SD 2 ,,,,,,,85Jz BsDrum2,,,,,,,,,85Br BsDrum2,,,,,,,Cabasa Down,Hip-Hop Snare 2,HipHopS2,,TR-707 Hand Clap,,,Percussion Bang,,,R Boeeeen   ,,,707 Claps   
Std.1 Snare1,[88]Std 1 Snare1,85St CrsCym1,,,,,,Std.1 Snare1,Techno Hit  ,Techno Hit  ,Tkno Hit,L RmCCym,Techno Hit  ,,,[88]Std 1 Snare1,,,,,,,,Techno Hit,Techno Hit,Techno Hit  ,Techno Hit,Techno Hit,Techno Hit,Techno Hit,,,85Jz CrsCym1,,,,,,,,,85Br CrsCym1,,,,,,Applause 2,Claves,Jungle Snare 1,JungleS1,,,,,,,,R Bounce    ,,,
Std.1 Snare2,[88]Std 1 Snare 2,85St Snare2 ,,,,,,Std.1 Snare2,Philly Hit  ,Philly Hit  ,Pily Hit,L RmS1,Philly Hit  ,,,[88]Std 1 Snare 2,,,,,,,,Philly Hit,Philly Hit,Philly Hit  ,Philly Hit,Philly Hit,Philly Hit,Philly Hit,,85Br Snare1 ,85Jz Snare1 ,,,,,,,,85Jz Snare1 ,85Br Snare1 ,,,,,,Small Club 1,High Wood Block,Jungle Snare 2,JungleS2,,,,,,,,R CD Tray   ,,,
Std.2 Snare1,[88]Std 2 Snare 1,85St RdCym  ,,,,,,Std.2 Snare1,Shock Wave  ,Shock Wave  ,ImpctHit,L RmRCym,Shock Wave  ,,,[88]Std 2 Snare 1,,,,,,,,Shock Wave,Shock Wave,Shock Wave  ,Shock Wave,Shock Wave,Shock Wave,Shock Wave,,85Br Snare2 ,85Jz RdCym  ,,,,,,,,85Jz Snare2 ,85Br RdCym  ,,,,,,[55]Timpani D#,Low Wood Block,Techno Snare 1,TechnoS1,,,,,,,,R Drill     ,,,
Std.2 Snare2,[88]Std 2 Snare 2,85St Snare1 ,,,,,,Std.2 Snare2,Lo Fi Rave  ,Lo Fi Rave  ,LoFiRave,L RmS2,Lo Fi Rave  ,,,[88]Std 2 Snare 2,,,,,,,,Lo-Fi Rave,Lo-Fi Rave,Lo Fi Rave  ,Lo-Fi Rave,Lo-Fi Rave,Lo-Fi Rave,Lo-Fi Rave,,Brush Swirl ,85Jz Snare2 ,,,,,,,[88]Brush Tap 1,Brush Swirl ,85Br Snare2 ,,,,,,[55]Timpani E,,Techno Snare 2,TechnoS2,,,,,,,,R Glass Stir,,,
Tight Snare ,[55]Snare Drum 2,85St Tom16  ,,,,,,Tight Snare ,Bam Hit     ,Bam Hit     ,Bam Hit ,L RmLTom,Bam Hit     ,,,[55]Snare Drum 2,,,,,,,,Bam Hit,Bam Hit,Bam Hit     ,Bam Hit,Bam Hit,Bam Hit,Bam Hit,,Brush Tap   ,85Jz Tom16  ,,,,,,,[88]Brush Tap 2,Brush Tap   ,85Br Tom3   ,,,,,,[55]Timpani F,,House Snare 2,House S2,,,,,,,,R Ice Ring  ,,,
Standard SN1,Standard 1 Snare 1,85St ClsHat ,,,,,,Standard SN1,Bim Hit     ,Bim Hit     ,Bim Hit ,L RmCHat,Bim Hit     ,,,Standard 1 Snare 1,,,,,,,,Bim Hit,Bim Hit,Bim Hit     ,Bim Hit,Bim Hit,Bim Hit,Bim Hit,,Brush Slap1 ,85Jz ClsHat ,,,,,,,[88]Brush Slap 1,Brush Slap1 ,85Br ClsHat ,,,,,,[55]Timpani F#,,CR-78 Snare 1,CR-78 S1,,,,,,,,R Klnzapcm  ,,,
LD Snare M  ,Standard 1 Snare 2,85St Tom12  ,,,,,,LD Snare M  ,TapeRewind  ,TapeRewind  ,Tape Rew,L RmMTom,TapeRewind  ,,,Standard 1 Snare 2,,,,,,,,Tape Rewind,Tape Rewind,TapeRewind  ,Tape Rewind,Tape Rewind,Tape Rewind,Tape Rewind,,Brush Slap2 ,85Jz Tom13  ,,,,,,,[88]Brush Slap 2,Brush Slap2 ,85Br Tom2   ,,,,,,[55]Timpani G,,CR-78 Snare 2,CR-78 S2,,,,,,,,R Scratch 4 ,,,
LD Snare C  ,Standard Snare 3,85St RdBell ,,,,,,LD Snare C  ,Phono Noise ,Phono Noise ,Phono Nz,L RmRBel,Phono Noise ,,,Standard Snare 3,,,,,,,,Phonograph Noise,Phonograph Noise,Phono Noise ,Phonograph Noise,Phonograph Noise,Phonograph Noise,Phonograph Noise,,Brush Slap  ,85Jz RdBell ,,,,,,,[88]Brush Slap 3,Brush Slap  ,85Br RdBell ,,,,,,[55]Timpani G#,,TR-606 Snare 1,606 S1  ,,,,,,,,R Scratch 5 ,,,
Jazz Snare 1,[88]Jazz Snare 1,85St Tom10  ,,,,,,Jazz Snare 1,Dance Snare1,Dance Snare1,Power S1,L RmHTom,Dance Snare1,,,[88]Jazz Snare 1,,,,,,,,[88]Power Snare 1,[88]Power Snare 1,Dance Snare1,[88]Power Snare 1,[88]Power Snare 1,[88]Power Snare 1,[88]Power Snare 1,,Brush Swirl ,85Jz Tom12  ,,,,,,,[88]Brush Swirl 1,Brush Swirl ,85Br Tom1   ,,,,,,[55]Timpani A,,TR-606 Snare 2,606 S2  ,,,,,,,,R Scratch 6 ,,,
Jazz Snare 2,[88]Jazz Snare 2,85St OpenHat,,,,,,Jazz Snare 2,Power Snare2,Power Snare2,Dance S1,L RmOHat,Power Snare2,,,[88]Jazz Snare 2,,,,,,,,[88]Dance Snare 1,[88]Dance Snare 1,Power Snare2,[88]Dance Snare 1,[88]Dance Snare 1,[88]Dance Snare 1,[88]Dance Snare 1,,Brush Swirl ,85Jz OpenHat,,,,,,,[88]Brush Swirl 2,Brush Swirl ,85Br OpenHat,,,,,,[55]Timpani A#,,TR-707 Snare 1,707 S1  ,,,,,,,,R Scratch 7 ,,,
Room Snare 1,[88]Room Snare 1,85StBsDrum1P,,,,,,Room Snare 1,Elec Snare 1,Elec Snare 1,Dance S2,R RmK2,Elec Snare 1,,,[88]Room Snare 1,,,,,,,,[88]Dance Snare 2,[88]Dance Snare 2,Elec Snare 1,[88]Dance Snare 2,[88]Dance Snare 2,[88]Dance Snare 2,[88]Dance Snare 2,,Long Swirl  ,85JzBsDrum1P,,,,,,,[88]Brush Long Swirl,Long Swirl  ,85BrBsDrum1P,,,,,,[55]Timpani B,,TR-707 Snare 2,707 S2  ,,,,,,,,R Seal      ,,,
Room Snare 2,[88]Room Snare 2,85StBsDrum2P,,,,,,Room Snare 2,Dance Snare2,Dance Snare2,Disco S ,R RmK1,Dance Snare2,,,[88]Room Snare 2,,,,,,,,[88]Disco Snare,[88]Disco Snare,Dance Snare2,[88]Disco Snare,[88]Disco Snare,[88]Disco Snare,[88]Disco Snare,,Jazz Snare 1,85JzBsDrum2P,,,,,,,[88]Jazz Snare 1,Jazz Snare 1,85BrBsDrum2P,,,,,,[55]Timpani c,,Standard 3 Snare 2,Std.3 S2,,,,,,,,R Stab! 1   ,,,
Dance Snare1,[88]Power Snare 1,85StCrsCym1P,,,,,,Dance Snare1,Elec Snare 2,Elec Snare 2,Elec.S2 ,R RmCCym,Elec Snare 2,,,[88]Power Snare 1,,,,,,,,[88]Elec Snare 2,[88]Elec Snare 2,Elec Snare 2,[88]Elec Snare 2,[88]Elec Snare 2,[88]Elec Snare 2,[88]Elec Snare 2,,Jazz Snare 2,85JzCrsCym1P,,,,,,,[88]Jazz Snare 2,Jazz Snare 2,85BrCrsCym1P,,,,,,[55]Timpani c#,,TR-808 Snare 2,808 S2  ,,,,,,,,R Stab! 2   ,,,
Power Snare1,[88]Power Snare 2,85StSnare2P ,,,,,,Power Snare1,Elec. Snare ,Elec. Snare ,Elec SD ,R RmS1,Elec. Snare ,,,[88]Power Snare 2,,,,,,,,[55]Elec Snare,[55]Elec Snare,Elec. Snare ,[55]Elec Snare,[55]Elec Snare,[55]Elec Snare,[55]Elec Snare,,Std.1 Snare1,85Jz Snare1P,,,,,,,[88]Std 1 Snare1,Std.1 Snare1,85Br Snare1P,,,,,,[55]Timpani d,,TR-909 Snare 1,909 S1  ,,,,,,,,R Swrd Boom!,,,
Rev.Snare,[55]Gated Snare,85St RdCym P,,,,,,Rev.Snare,Elec Snare 3,Elec Snare 3,Elec.S3 ,R RmRCym,Elec Snare 3,,,[55]Gated Snare,,,,,,,,[88]Elec Snare 3,[88]Elec Snare 3,Elec Snare 3,[88]Elec Snare 3,[88]Elec Snare 3,[88]Elec Snare 3,[88]Elec Snare 3,,Std.1 Snare2,85Jz RdCym P,,,,,,,[88]Std 1 Snare2,Std.1 Snare2,85Br RdCym P,,,,,,[55]Timpani d#,,TR-909 Snare 2,909 S2  ,,,,,,,,R Swrd Cross,,,
Power Snare2,[88]Dance Snare 1,85St Snare1P,,,,,,Power Snare2,66sn260,66sn260,606 S2  ,R RmS2,66sn260,,,[88]Dance Snare 1,,,,,,,,TR-606 Snare,TR-606 Snare,66sn260,TR-606 Snare,TR-606 Snare,TR-606 Snare,TR-606 Snare,,Std.2 Snare1,85Jz Snare2P,,,,,,,[88]Std 2 Snare1,Std.2 Snare1,85Br Snare2P,,,,,,[55]Timpani e,,,,,,,,,,,R Thrill Hit,,,
Elec Snare 1,[88]Dance Snare 2,85St Tom16 P,,,,,,Elec Snare 1,TR-707 SD   ,TR-707 SD   ,707 S1  ,R RmLTom,TR-707 SD   ,,,[88]Dance Snare 2,,,,,,,,TR-707 Snare,TR-707 Snare,TR-707 SD   ,TR-707 Snare,TR-707 Snare,TR-707 Snare,TR-707 Snare,,Std.2 Snare2,85Jz Tom16 P,,,,,,,[88]Std 2 Snare2,Std.2 Snare2,85Br Tom3 P ,,,,,,[55]Timpani f,,,,,,,,,,,R Audio Sw  ,,,
Dance Snare2,[88]Disco Snare,85St ClsHatP,,,,,,Dance Snare2,808 Snare 1 ,808 Snare 1 ,808 S2  ,R RmCHat,808 Snare 1 ,,,[88]Disco Snare,,,,,,,,[88]TR-808 Snare 1,[88]TR-808 Snare 1,808 Snare 1 ,[88]TR-808 Snare 1,[88]TR-808 Snare 1,[88]TR-808 Snare 1,[88]TR-808 Snare 1,,Tight Snare ,85Jz ClsHatP,,,,,,,[55]Snare Drum 2,Tight Snare ,85BrClsHat P,,,,,,,,,,,,,,,,,R Typing 1  ,,,
Elec Snare 2,[88]Elec Snare 2,85St Tom12 P,,,,,,Elec Snare 2,808 Snare 2 ,808 Snare 2 ,808 S1  ,R RmMTom,808 Snare 2 ,,,[88]Elec Snare 2,,,,,,,,[88]TR-808 Snare 2,[88]TR-808 Snare 2,808 Snare 2 ,[88]TR-808 Snare 2,[88]TR-808 Snare 2,[88]TR-808 Snare 2,[88]TR-808 Snare 2,,Standard SN1,85Jz Tom13 P,,,,,,,Standard 1 Snare 1,Standard SN1,85Br Tom2 P ,,,,,,,,,,,,,,,,,R Typing 2  ,,,
Elec. Snare ,[55]Elec Snare ,85St RdBellP,,,,,,Elec. Snare ,TR-808 SD2  ,TR-808 SD2  ,808 S2  ,R RmRBel,TR-808 SD2  ,,,[55]Elec Snare,,,,,,,,TR-808 Snare 2,TR-808 Snare 2,TR-808 SD2  ,TR-808 Snare 2,TR-808 Snare 2,TR-808 Snare 2,TR-808 Snare 2,,LD Snare M  ,85Jz RdBellP,,,,,,,Standard 1 Snare 2,LD Snare M  ,85Br RdBellP,,,,,,,,,,,,,,,,,R Typing 3  ,,,
Elec Snare 3,[88]Elec Snare 3,85St Tom10 P,,,,,,Elec Snare 3,909 Snare 1 ,909 Snare 1 ,909 S1  ,R RmHTom,909 Snare 1 ,,,[88]Elec Snare 3,,,,,,,,[88]TR-909 Snare 1,[88]TR-909 Snare 1,909 Snare 1 ,[88]TR-909 Snare 1,[88]TR-909 Snare 1,[88]TR-909 Snare 1,[88]TR-909 Snare 1,,LD Snare C  ,85Jz Tom12 P,,,,,,,Standard Snare 3,LD Snare C  ,85Br Tom1 P ,,,,,,,,,,,,,,,,,R Typing 4  ,,,
TR-707 SD   ,TR-707 Snare,85StOpenHatP,,,,,,TR-707 SD   ,909 Snare 2 ,909 Snare 2 ,909 S2  ,R RmOHat,909 Snare 2 ,,,TR-707 Snare,,,,,,,,[88]TR-909 Snare 2,[88]TR-909 Snare 2,909 Snare 2 ,[88]TR-909 Snare 2,[88]TR-909 Snare 2,[88]TR-909 Snare 2,[88]TR-909 Snare 2,,Room Snare 1,85JzOpenHatP,,,,,,,[88]Room Snare 1,Room Snare 1,85BrOpenHatP,,,,,,,,,,,,,,,,,R Typing 5  ,,,
808 Snare 1 ,[88]TR-808 Snare 1 ,,,,,,,808 Snare 1 ,909 SD 1,909 SD 1,909 S1  ,,909 SD 1,,,[88]TR-808 Snare 1,,,,,,,,TR-909 Snare 1,TR-909 Snare 1,909 SD 1,TR-909 Snare 1,TR-909 Snare 1,TR-909 Snare 1,TR-909 Snare 1,,Room Snare 2,,,,,,,,[88]Room Snare 2,Room Snare 2,,,,,,,,,,,,,,,,,,R Typing 6  ,,,
808 Snare 2 ,[88]TR-808 Snare 2 ,,,,,,,808 Snare 2 ,TR-909 SD2  ,TR-909 SD2  ,909 S2  ,,TR-909 SD2  ,,,[88]TR-808 Snare 2,,,,,,,,TR-909 Snare 2,TR-909 Snare 2,TR-909 SD2  ,TR-909 Snare 2,TR-909 Snare 2,TR-909 Snare 2,TR-909 Snare 2,,Dance Snare1,,,,,,,,[88]Power Snare 1,Dance Snare1,,,,,,,,,,,,,,,,,,,,,
909 Snare 1 ,[88]TR-909 Snare 1 ,,,,,,,909 Snare 1 ,Rap Snare   ,Rap Snare   ,RapSnare,,Rap Snare   ,,,[88]TR-909 Snare 1,,,,,,,,Rap Snare,Rap Snare,Rap Snare   ,Rap Snare,Rap Snare,Rap Snare,Rap Snare,,Power Snare1,,,,,,,,[88]Power Snare 2,Power Snare1,,,,,,,,,,,,,,,,,,,,,
909 Snare 2 ,[88]TR-909 Snare 2 ,,,,,,,909 Snare 2 ,JungleSD1,JungleSD1,JungleSD,,JungleSD1,,,[88]TR-909 Snare 2,,,,,,,,Jungle Snare 1,Jungle Snare 1,JungleSD1,Jungle Snare 1,Jungle Snare 1,Jungle Snare 1,Jungle Snare 1,,Rev.Snare,,,,,,,,[88]Gated Snare,Rev.Snare,,,,,,,,,,,,,,,,,,,,,
Rap Snare   ,Rap Snare,,,,,,,Rap Snare   ,House SD    ,House SD    ,House S1,,House SD    ,,,Rap Snare,,,,,,,,House Snare 1,House Snare 1,House SD    ,House Snare 1,House Snare 1,House Snare 1,House Snare 1,,Power Snare2,,,,,,,,[88]Dance Snare 1,Power Snare2,,,,,,,,,,,,,,,,,,,,,
JungleSD1,Jungle Snare 1,,,,,,,JungleSD1,House Snare ,House Snare ,House S ,,House Snare ,,,Jungle Snare 1,,,,,,,,[88]House Snare,[88]House Snare,House Snare ,[88]House Snare,[88]House Snare,[88]House Snare ,[88]House Snare ,,Elec Snare 1,,,,,,,,[88]Dance Snare 2,Elec Snare 1,,,,,,,,,,,,,,,,,,,,,
House SD    ,House Snare 1,,,,,,,House SD    ,House SD    ,House SD    ,House S2,,House SD    ,,,House Snare 1,,,,,,,,House Snare 2,House Snare 2,House SD    ,House Snare 2,House Snare 2,House Snare 2,House Snare 2,,Dance Snare2,,,,,,,,[88]Disco Snare,Dance Snare2,,,,,,,,,,,,,,,,,,,,,
House Snare ,[88]House Snare,,,,,,,House Snare ,Voice Tah   ,Voice Tah   ,VoiceTah,,Voice Tah   ,,,[88]House Snare,,,,,,,,Voice Tah,Voice Tah,Voice Tah   ,Voice Tah,Voice Tah,Voice Tah,Voice Tah,,Elec Snare 2,,,,,,,,[88]Elec Snare 2,Elec Snare 2,,,,,,,,,,,,,,,,,,,,,
House SD    ,House Snare 2,,,,,,,House SD    ,Noise Slap  ,Noise Slap  ,Slappy  ,,Noise Slap  ,,,House Snare 2,,,,,,,,[88]Slappy,[88]Slappy,Noise Slap  ,[88]Slappy,[88]Slappy,[88]Slappy,[88]Slappy,,Elec Snare 3,,,,,,,,[88]Elec Snare 3,Elec Snare 3,,,,,,,,,,,,,,,,,,,,,
